malloc,5,,0x56411c02b2a0
free,,0x56411c02b2a0,
malloc,120,,0x56411c02b2c0
malloc,12,,0x56411c02b2a0
malloc,792,,0x56411c02b340
malloc,104,,0x56411c02b660
malloc,1328,,0x56411c02b6d0
malloc,208,,0x56411c02bc10
malloc,424,,0x56411c02bcf0
malloc,96,,0x56411c02bea0
malloc,80,,0x56411c02bf10
malloc,112,,0x56411c02bf70
malloc,160,,0x56411c02bff0
malloc,96,,0x56411c02c0a0
malloc,72,,0x56411c02c110
malloc,184,,0x56411c02c160
malloc,12,,0x56411c02c220
malloc,12,,0x56411c02c240
malloc,12,,0x56411c02c260
malloc,12,,0x56411c02c280
malloc,12,,0x56411c02c2a0
malloc,12,,0x56411c02c2c0
malloc,12,,0x56411c02c2e0
malloc,12,,0x56411c02c300
malloc,12,,0x56411c02c320
malloc,12,,0x56411c02c340
malloc,12,,0x56411c02c360
malloc,12,,0x56411c02c380
malloc,12,,0x56411c02c3a0
free,,(nil),
free,,(nil),
malloc,34,,0x56411c02c3c0
malloc,10,,0x56411c02c3f0
malloc,128,,0x56411c02c410
free,,(nil),
malloc,15,,0x56411c02c4a0
malloc,472,,0x56411c02c4c0
free,,(nil),
malloc,4096,,0x56411c02c6a0
malloc,1404,,0x56411c02d6b0
free,,0x56411c02c6a0,
free,,0x56411c02c4c0,
malloc,20,,0x56411c02c6a0
malloc,21,,0x56411c02c6c0
malloc,20,,0x56411c02c6e0
malloc,21,,0x56411c02c700
free,,(nil),
malloc,1024,,0x56411c02c720
free,,0x56411c02c720,
